类别,省,市,县,公司简称,行政区划,公司全名,行业,员工人数,总市值(亿),股票代码,注册地,办公地,官网,成立日期,上市日期
沪A股,湖北省,宜昌市,兴山县,兴发集团,420526,湖北兴发化工集团股份有限公司,农化制品,14121,222.64,600141,湖北省宜昌市兴山县古夫镇高阳大道58号,湖北省宜昌市伍家岗区沿江大道188-9号兴发大厦,www.xingfagroup.com,8/16/1994,6/16/1999
沪A股,广东省,广州市,黄埔区,金发科技,440112,金发科技股份有限公司,塑料制品,13083,279.74,600143,广东省广州市黄埔区高新技术产业开发区科学城科丰路33号,广东省广州市黄埔区高新技术产业开发区科学城科丰路33号,www.kingfa.com,5/25/1993,6/23/2004
沪A股,吉林省,长春市,朝阳区,长春一东,220104,长春一东离合器股份有限公司,汽车零部件,686,24.64,600148,吉林省长春市朝阳区城区高新区超然街2555号,吉林省长春市朝阳区城区高新区超然街2555号,ccyd.norincogroup.com.cn,5/6/1998,5/20/1998
沪A股,河北省,廊坊市,广阳区,廊坊发展,131003,廊坊发展股份有限公司,电力,122,16.27,600149,河北省廊坊市广阳区凯创大厦第1幢2单元22层2-2208,河北省廊坊市广阳区永丰道3号廊坊发展大厦B座22层,,8/16/1993,10/14/1999
沪A股,上海市,市辖区,浦东新区,中国船舶,310115,中国船舶工业股份有限公司,军工装备,15430,1295.66,600150,上海市浦东新区中国(上海)自由贸易试验区浦东大道1号,上海市浦东新区中国(上海)自由贸易试验区浦东大道1号,csscholdings.cssc.net.cn,5/11/1998,5/20/1998
沪A股,上海市,市辖区,浦东新区,航天机电,310115,上海航天汽车机电股份有限公司,光伏设备,1737,92.37,600151,上海市浦东新区中国(上海)自由贸易试验区榕桥路661号,上海市闵行区元江路3883号上海航天创新创业中心1号楼,www.ht-saae.com,5/27/1998,6/5/1998
沪A股,浙江省,宁波市,海曙区,维科技术,330203,维科技术股份有限公司,电池,2280,30.58,600152,浙江省宁波市海曙区和义路99号,浙江省宁波市海曙区柳汀街225号20楼,www.veken-tech.com,7/27/1993,6/9/1998
沪A股,福建省,厦门市,思明区,建发股份,350203,厦门建发股份有限公司,物流,47422,310.33,600153,福建省厦门市思明区环岛东路1699号建发国际大厦29层,福建省厦门市思明区环岛东路1699号建发国际大厦29层,www.chinacnd.com,6/9/1998,6/16/1998
沪A股,北京市,市辖区,西城区,华创云信,110102,华创云信数字技术股份有限公司,证券,3159,148.59,600155,北京市西城区锦什坊街26号楼3层301-2,北京市西城区锦什坊街26号楼5层,,7/20/1998,9/18/1998
沪A股,湖南省,长沙市,天心区,华升股份,430103,湖南华升股份有限公司,纺织制造,600,21.39,600156,湖南省长沙市天心区芙蓉中路三段420号华升大厦,湖南省长沙市天心区芙蓉中路三段420号华升大厦,www.hsgf600156.com,5/18/1998,5/27/1998
沪A股,山西省,晋中市,灵石县,永泰能源,140729,永泰能源集团股份有限公司,电力,9456,304.38,600157,山西省晋中市灵石县翠峰路79号,山西省太原市小店区亲贤北街9号双喜广场20、26、27层,www.wtecl.com,7/29/1992,5/13/1998
沪A股,天津市,市辖区,武清区,中体产业,120114,中体产业集团股份有限公司,其他社会服务,1548,79.83,600158,天津市武清区新技术产业园区武清开发区三号路,北京市朝阳区朝外大街225号,csig158.com,3/12/1998,3/27/1998
沪A股,北京市,市辖区,顺义区,大龙地产,110113,北京市大龙伟业房地产开发股份有限公司,房地产,306,20.17,600159,北京市顺义区府前东街甲2号,北京市顺义区府前东街甲2号,www.dldc.com.cn,5/7/1998,5/26/1998
沪A股,浙江省,衢州市,柯城区,巨化股份,330802,浙江巨化股份有限公司,化学制品,7197,659.82,600160,浙江省衢州市柯城区,浙江省衢州市柯城区,www.jhgf.com.cn,6/16/1998,6/26/1998
沪A股,北京市,市辖区,大兴区,天坛生物,110115,北京天坛生物制品股份有限公司,生物制品,5298,399.23,600161,北京市大兴区北京经济技术开发区博兴二路6号院8号楼521室,北京市朝阳区双桥路乙2号院,www.tiantanbio.com,6/7/1998,6/16/1998
沪A股,广东省,深圳市,南山区,香江控股,440305,深圳香江控股股份有限公司,房地产,2615,57.2,600162,广东省深圳市南山区前海深港合作区南山街道兴海大道3046号香江金融大厦32楼-A1,广东省广州市番禺区番禺大道锦绣香江花园会所香江控股办公楼,www.hkhc.com.cn,1/29/1994,6/9/1998
沪A股,福建省,福州市,鼓楼区,中闽能源,350102,中闽能源股份有限公司,电力,464,109.04,600163,福建省福州市鼓楼区五四路国际大厦二十二层A、B、C座,福建省福州市鼓楼区五四路国际大厦二十二层A、B、C座,www.zhongminenergy.com,5/25/1998,6/2/1998
沪A股,宁夏回族自治区,石嘴山市,惠农区,*ST宁科,640205,宁夏中科生物科技股份有限公司,化学制品,834,36.57,600165,宁夏回族自治区石嘴山市惠农区河滨街,宁夏回族自治区石嘴山市惠农区河滨街中央大道与恒力大道交叉路口西北侧(原石嘴山市第二十三小学),www.ningkeshengwu.com,5/13/1998,5/29/1998
沪A股,北京市,市辖区,昌平区,福田汽车,110114,北汽福田汽车股份有限公司,汽车整车,20043,205.06,600166,北京市昌平区沙河镇沙阳路老牛湾村北,北京市昌平区沙河镇沙阳路老牛湾村北,www.foton.com.cn,8/27/1996,6/2/1998
沪A股,辽宁省,沈阳市,浑南区,联美控股,210112,联美量子股份有限公司,电力,2976,129.89,600167,辽宁省沈阳市浑南区浑南新区新明街8号,辽宁省沈阳市浑南区远航中路1号,www.luenmeilz.com,1/24/1999,1/28/1999
沪A股,湖北省,武汉市,蔡甸区,武汉控股,420114,武汉三镇实业控股股份有限公司,环境治理,1214,45.5,600168,湖北省武汉市蔡甸区经济技术开发区联发大厦,湖北省武汉市武昌区中北路263号武汉控股大厦,www.600168.com.cn,4/16/1998,4/27/1998
沪A股,山西省,太原市,万柏林区,太原重工,140109,太原重工股份有限公司,专用设备,4999,77.98,600169,山西省太原市万柏林区玉河街53号,山西省太原市清徐县北格西路229号太重智能高端装备产业园区,www.tyhi.com.cn,7/5/1998,9/4/1998
沪A股,上海市,市辖区,浦东新区,上海建工,310115,上海建工集团股份有限公司,建筑装饰,48821,233.7,600170,上海市浦东新区中国(上海)自由贸易试验区福山路33号,上海市虹口区东大名路666号,www.scg.com.cn,6/14/1998,6/23/1998
沪A股,上海市,市辖区,徐汇区,上海贝岭,310104,上海贝岭股份有限公司,半导体,762,254.01,600171,上海市徐汇区宜山路810号,上海市徐汇区宜山路810号,www.belling.com.cn,9/9/1988,9/24/1998
沪A股,河南省,许昌市,长葛市,黄河旋风,411082,河南黄河旋风股份有限公司,通用设备,2088,54.08,600172,河南省许昌市长葛市人民路200号,河南省许昌市长葛市人民路200号,www.hhxf.com,11/2/1998,11/26/1998
沪A股,浙江省,绍兴市,上虞区,卧龙地产,330604,卧龙新能源集团股份有限公司,房地产,165,44.9,600173,浙江省绍兴市上虞区曹娥街道复兴西路555号,浙江省绍兴市上虞区曹娥街道复兴西路555号,www.wolong-re.com,7/16/1993,4/15/1999
沪A股,浙江省,嘉兴市,桐乡市,中国巨石,330483,中国巨石股份有限公司,建筑材料,13468,472.37,600176,浙江省嘉兴市桐乡市梧桐街道文华南路669号,浙江省嘉兴市桐乡市凤凰湖大道318号,www.jushi.com,4/15/1999,4/22/1999
沪A股,浙江省,宁波市,海曙区,雅戈尔,330203,雅戈尔时尚股份有限公司,服装家纺,18291,354.16,600177,浙江省宁波市海曙区鄞县大道西段2号,浙江省宁波市海曙区鄞县大道西段2号,www.youngor.com,6/24/1993,11/19/1998
沪A股,黑龙江省,哈尔滨市,南岗区,东安动力,230103,哈尔滨东安汽车动力股份有限公司,汽车零部件,3118,50.11,600178,黑龙江省哈尔滨市南岗区高新技术开发区13栋,黑龙江省哈尔滨市平房区开发区哈平路集中区征仪南路6号,www.daae.com.cn,10/7/1998,10/14/1998
沪A股,黑龙江省,哈尔滨市,松北区,安通控股,230109,安通控股股份有限公司,港口航运,1078,124.83,600179,黑龙江省哈尔滨市松北区创新二路733号国际金融大厦902室,福建省泉州市丰泽区东海街道通港西街156号安通控股大厦,www.antong56.com,10/29/1998,11/4/1998
沪A股,山东省,烟台市,牟平区,瑞茂通,370612,瑞茂通供应链管理股份有限公司,物流,466,48.57,600180,山东省烟台市牟平区养马岛驼峰路84号,北京市西城区宣武门外大街10号庄胜广场中央办公楼南翼11层,www.ccsoln.com,6/24/1998,7/3/1998
沪A股,黑龙江省,牡丹江市,阳明区,S佳通,231003,佳通轮胎股份有限公司,汽车零部件,3415,52.02,600182,黑龙江省牡丹江市阳明区桦林镇,上海市长宁区临虹路280-2号,www.gititirecorp.com,6/7/1993,5/7/1999
沪A股,广东省, , ,生益科技,441900,广东生益科技股份有限公司,元件,11819,571.14,600183,广东省东莞市松山湖园区工业西路5号,广东省东莞市松山湖园区工业西路5号,www.syst.com.cn,6/26/1985,10/28/1998
沪A股,湖北省,襄阳市,樊城区,光电股份,420606,北方光电股份有限公司,军工装备,2406,65.27,600184,湖北省襄阳市樊城区长虹北路67号,陕西省西安市新城区长乐中路35号,www.northeo.com,8/30/2000,11/6/2003
沪A股,广东省,珠海市,香洲区,格力地产,440402,格力地产股份有限公司,零售,1243,118.38,600185,广东省珠海市香洲区横琴新区环岛东路3000号2103办公,广东省珠海市香洲区石花西路213号,www.greedc.com,6/8/1999,6/11/1999
沪A股,河南省,周口市,项城市,莲花控股,411681,莲花控股股份有限公司,食品加工制造,1355,114.1,600186,河南省周口市项城市颍河路18号,河南省周口市项城市颍河路18号,www.mylotushealth.com,7/1/1998,8/25/1998
沪A股,黑龙江省,哈尔滨市,香坊区,国中水务,230110,黑龙江国中水务股份有限公司,环境治理,354,55.35,600187,黑龙江省哈尔滨市香坊区哈尔滨经济技术开发区哈平路集中区松花路9号中国云谷软件园A1栋3层324-326室,上海市闵行区联航路1188号1幢西楼2层,www.interchinawater.com,11/2/1998,11/11/1998
沪A股,山东省,济宁市,邹城市,兖矿能源,370883,兖矿能源集团股份有限公司,煤炭开采加工,77957,1248.96,600188,山东省济宁市邹城市凫山南路949号,山东省济宁市邹城市凫山南路949号,www.ykenergy.com;www.yanzhoucoal.com.cn,9/24/1997,7/1/1998
沪A股,吉林省,长春市,朝阳区,泉阳泉,220104,吉林泉阳泉股份有限公司,饮料制造,1966,47.78,600189,吉林省长春市朝阳区硅谷大街4000号,吉林省长春市朝阳区延安大街1399号,www.jlsg.com.cn,9/28/1998,10/7/1998
沪A股,辽宁省,锦州市,太和区,ST锦港,210711,锦州港股份有限公司,港口航运,1593,24.23,600190,辽宁省锦州市太和区经济技术开发区锦港大街一段1号,辽宁省锦州市太和区经济技术开发区锦港大街一段1号,www.jinzhouport.com,2/8/1993,6/9/1999
沪A股,内蒙古自治区,包头市,东河区,华资实业,150202,包头华资实业股份有限公司,农产品加工,552,35.01,600191,内蒙古自治区包头市东河区铝业大道40号,内蒙古自治区包头市东河区铝业大道40号,www.huazi.com,11/29/1998,12/10/1998
沪A股,甘肃省,兰州市,七里河区,长城电工,620103,兰州长城电工股份有限公司,电网设备,3637,28.4,600192,甘肃省兰州市七里河区敦煌路街道瓜州路4800号,甘肃省兰州市七里河区瓜州路4800号国投大厦13F,www.chinagwe.com,12/9/1998,12/24/1998
沪A股,上海市,市辖区,浦东新区,创兴资源,310115,上海创兴资源开发股份有限公司,建筑装饰,77,13.65,600193,上海市浦东新区康桥路1388号3楼A,浙江省杭州市上城区九和路325号物产天地中心2幢,,8/24/1996,5/27/1999
沪A股,北京市,市辖区,丰台区,中牧股份,110106,中牧实业股份有限公司,养殖业,4299,69.13,600195,北京市丰台区南四环西路188号八区16-19号楼,北京市丰台区南四环西路188号8区16-19号楼,www.cahic.com,12/24/1998,1/7/1999
沪A股,上海市,市辖区,普陀区,复星医药,310107,上海复星医药(集团)股份有限公司,化学制药,40557,650.74,600196,上海市普陀区曹杨路510号9楼,上海市普陀区宜山路1289号A楼,www.fosunpharma.com,5/30/1995,8/7/1998
沪A股,新疆维吾尔自治区,自治区直辖县级行政区划,可克达拉市,伊力特,659008,新疆伊力特实业股份有限公司,白酒,2085,69.75,600197,新疆维吾尔自治区可克达拉市天山北路619号,新疆维吾尔自治区可克达拉市天山北路619号,www.xjyilite.com,5/26/1999,9/16/1999
沪A股,北京市,市辖区,海淀区,大唐电信,110108,大唐电信科技股份有限公司,通信设备,1011,103.38,600198,北京市海淀区永嘉北路6号,北京市海淀区永嘉北路6号,www.datang.com,9/20/1998,10/21/1998
沪A股,安徽省,阜阳市,颍州区,金种子酒,341202,安徽金种子酒业股份有限公司,白酒,2211,66.83,600199,安徽省阜阳市颍州区河滨路302号,安徽省阜阳市颍州区清河东路523号金种子研发大楼,www.jzz.cn,7/22/1998,8/12/1998
沪A股,江苏省,苏州市,吴中区,江苏吴中,320506,江苏吴中医药发展股份有限公司,化学制药,1050,31.26,600200,江苏省苏州市吴中区东方大道988号,江苏省苏州市吴中区东方大道988号,www.600200.com,6/27/1994,4/1/1999
沪A股,内蒙古自治区,呼和浩特市,土默特左旗,生物股份,150121,金宇生物技术股份有限公司,养殖业,1654,79.21,600201,内蒙古自治区呼和浩特市土默特左旗经济技术开发区沙尔沁工业园区金宇大街1号,内蒙古自治区呼和浩特市土默特左旗经济技术开发区沙尔沁工业园区金宇大街1号,www.jinyu.com.cn,3/12/1993,1/15/1999
沪A股,黑龙江省,哈尔滨市,南岗区,哈空调,230103,哈尔滨空调股份有限公司,通用设备,693,19.24,600202,黑龙江省哈尔滨市南岗区高新技术产业开发区嵩山路26号,黑龙江省哈尔滨市道里区高新技术开发区迎宾路集中区滇池街7号,www.hac.com.cn,6/24/1993,6/3/1999
沪A股,福建省,福州市,马尾区,福日电子,350105,福建福日电子股份有限公司,消费电子,5419,50.11,600203,福建省福州市马尾区开发区科技园区快安大道创新楼,福建省福州市鼓楼区五一北路153号正祥商务中心2号楼12-13层,www.furielec.com,5/6/1999,5/14/1999
沪A股,北京市,市辖区,海淀区,有研新材,110108,有研新材料股份有限公司,半导体,2187,150.52,600206,北京市海淀区北三环中路43号,北京市西城区新街口外大街2号D座有研科技创新中心18层1801,www.griam.cn,3/11/1999,3/19/1999
沪A股,河南省,安阳市,龙安区,安彩高科,410506,河南安彩高科股份有限公司,光伏设备,2070,43.46,600207,河南省安阳市龙安区中州路南段,河南省安阳市龙安区中州路南段,www.acht.com.cn,9/20/1998,7/14/1999
